logdensity,dataset,model
-1.68170939785801,out-of-sample,functional
-1.66395856865175,out-of-sample,functional
-1.66856695029912,out-of-sample,functional
-1.62254719981429,out-of-sample,functional
-1.67393605937768,out-of-sample,functional
-1.7499393734573,out-of-sample,functional
-1.7307599127681,out-of-sample,functional
-1.65153103229933,out-of-sample,functional
-1.68773124055295,out-of-sample,functional
-1.68389458459913,out-of-sample,functional
-1.62058258347206,out-of-sample,functional
-1.67458131321772,out-of-sample,functional
-1.71041289394931,out-of-sample,functional
-1.63537750663143,out-of-sample,functional
-1.60041976651205,out-of-sample,functional
-1.66928469827878,out-of-sample,functional
-1.74751255351466,out-of-sample,functional
-1.73599460502268,out-of-sample,functional
-1.65017104819918,out-of-sample,functional
-1.63395550064414,out-of-sample,functional
-1.67974744165845,out-of-sample,functional
-1.62040907789839,out-of-sample,functional
-1.78759008714286,out-of-sample,functional
-1.62388259753345,out-of-sample,functional
-1.60005700491043,out-of-sample,functional
-1.69008684593067,out-of-sample,functional
-1.68619422656454,out-of-sample,functional
-1.69923629271633,out-of-sample,functional
-1.69295491803655,out-of-sample,functional
-1.64378814197946,out-of-sample,functional
-1.64864624807553,out-of-sample,functional
-1.62230238779641,out-of-sample,functional
-1.6619746239106,out-of-sample,functional
-1.61643704612942,out-of-sample,functional
-1.66666777436786,out-of-sample,functional
-1.65217383989523,out-of-sample,functional
-1.72037607025145,out-of-sample,functional
-1.65447027148474,out-of-sample,functional
-1.7168401924544,out-of-sample,functional
-1.70051411600055,out-of-sample,functional
-1.65597772192911,out-of-sample,functional
-1.66080927554716,out-of-sample,functional
-1.64719911325279,out-of-sample,functional
-1.71102323996681,out-of-sample,functional
-1.65896390386995,out-of-sample,functional
-1.65273496173067,out-of-sample,functional
-1.59958530353356,out-of-sample,functional
-1.6058530100351,out-of-sample,functional
-1.6294856282603,out-of-sample,functional
-1.6612111633416,out-of-sample,functional
-1.67868428291333,out-of-sample,functional
-1.6654121239604,out-of-sample,functional
-1.67678489143924,out-of-sample,functional
-1.6544396797895,out-of-sample,functional
-1.67810254065817,out-of-sample,functional
-1.64220463920884,out-of-sample,functional
-1.72964715539701,out-of-sample,functional
-1.65782653232995,out-of-sample,functional
-1.58807787957009,out-of-sample,functional
-1.6353026284517,out-of-sample,functional
-1.62073329972998,out-of-sample,functional
-1.73362151813699,out-of-sample,functional
-1.67253424583307,out-of-sample,functional
-1.67165017983686,out-of-sample,functional
-1.66086789450716,out-of-sample,functional
-1.70102911526865,out-of-sample,functional
-1.7161553777518,out-of-sample,functional
-1.65060154892773,out-of-sample,functional
-1.66696041175955,out-of-sample,functional
-1.67247344808794,out-of-sample,functional
-1.72230261010155,out-of-sample,functional
-1.65218612266918,out-of-sample,functional
-1.60367784214921,out-of-sample,functional
-1.6466980007988,out-of-sample,functional
-1.6761469559549,out-of-sample,functional
-1.64245985102645,out-of-sample,functional
-1.64179681801766,out-of-sample,functional
-1.68631164872472,out-of-sample,functional
-1.70858363152486,out-of-sample,functional
-1.61628419781587,out-of-sample,functional
-1.72724740145952,out-of-sample,functional
-1.75259662886517,out-of-sample,functional
-1.65968779264458,out-of-sample,functional
-1.63491264703929,out-of-sample,functional
-1.61668396890535,out-of-sample,functional
-1.70750342670954,out-of-sample,functional
-1.66366804431947,out-of-sample,functional
-1.65350585533269,out-of-sample,functional
-1.700516201302,out-of-sample,functional
-1.68226233702101,out-of-sample,functional
-1.63338598736927,out-of-sample,functional
-1.68400104195219,out-of-sample,functional
-1.63966919364767,out-of-sample,functional
-1.67821271511449,out-of-sample,functional
-1.63907872942777,out-of-sample,functional
-1.70347628675789,out-of-sample,functional
-1.71006270858533,out-of-sample,functional
-1.66789802383497,out-of-sample,functional
-1.66304799148318,out-of-sample,functional
-1.68881359372433,out-of-sample,functional
-1.63638952052772,out-of-sample,functional
-1.67759318324956,out-of-sample,functional
-1.64628862294694,out-of-sample,functional
-1.71840398624955,out-of-sample,functional
-1.68591167263329,out-of-sample,functional
-1.69159760466105,out-of-sample,functional
-1.62559982797817,out-of-sample,functional
-1.63814914188289,out-of-sample,functional
-1.66436022614664,out-of-sample,functional
-1.72378061395495,out-of-sample,functional
-1.67652797388963,out-of-sample,functional
-1.66653503582693,out-of-sample,functional
-1.60701169499447,out-of-sample,functional
-1.6238129578708,out-of-sample,functional
-1.66592909672276,out-of-sample,functional
-1.65816777977234,out-of-sample,functional
-1.64943131965975,out-of-sample,functional
-1.66385336156141,out-of-sample,functional
-1.67408193891328,out-of-sample,functional
-1.69248470384811,out-of-sample,functional
-1.65095896918232,out-of-sample,functional
-1.69971578676652,out-of-sample,functional
-1.66216363236031,out-of-sample,functional
-1.64046539830001,out-of-sample,functional
-1.686609649974,out-of-sample,functional
-1.63093304117274,out-of-sample,functional
-1.65900075172175,out-of-sample,functional
-1.60759783445848,out-of-sample,functional
-1.66762733411017,out-of-sample,functional
-1.66045595574462,out-of-sample,functional
-1.66125410500874,out-of-sample,functional
-1.71460540343076,out-of-sample,functional
-1.68069103624579,out-of-sample,functional
-1.6584941566305,out-of-sample,functional
-1.64418583796577,out-of-sample,functional
-1.70033852546655,out-of-sample,functional
-1.67960382610108,out-of-sample,functional
-1.68846053689554,out-of-sample,functional
-1.63990759199041,out-of-sample,functional
-1.66733517468308,out-of-sample,functional
-1.6384549557297,out-of-sample,functional
-1.69694250295611,out-of-sample,functional
-1.65773143394835,out-of-sample,functional
-1.71360130335699,out-of-sample,functional
-1.66500934613423,out-of-sample,functional
-1.72918831765022,out-of-sample,functional
-1.61914121902939,out-of-sample,functional
-1.67178035585208,out-of-sample,functional
-1.7198025844481,out-of-sample,functional
-1.64793400290713,out-of-sample,functional
-1.6327213450298,out-of-sample,functional
-1.69010829679192,out-of-sample,functional
-1.66881581039793,out-of-sample,functional
-1.62637486448812,out-of-sample,functional
-1.62390619143771,out-of-sample,functional
-1.70760519715703,out-of-sample,functional
-1.6849874242684,out-of-sample,functional
-1.66774646198225,out-of-sample,functional
-1.67172295886069,out-of-sample,functional
-1.66612578088808,out-of-sample,functional
-1.76419526675147,out-of-sample,functional
-1.70404543856464,out-of-sample,functional
-1.62248162956262,out-of-sample,functional
-1.73089248904355,out-of-sample,functional
-1.64779741457754,out-of-sample,functional
-1.68689591387092,out-of-sample,functional
-1.66332769897048,out-of-sample,functional
-1.68539760408078,out-of-sample,functional
-1.69057688086227,out-of-sample,functional
-1.63475924674833,out-of-sample,functional
-1.63526243119187,out-of-sample,functional
-1.65414439816758,out-of-sample,functional
-1.7085097760308,out-of-sample,functional
-1.67400334893629,out-of-sample,functional
-1.63610482674086,out-of-sample,functional
-1.68288576478508,out-of-sample,functional
-1.64131582251591,out-of-sample,functional
-1.65829036321961,out-of-sample,functional
-1.66284595160479,out-of-sample,functional
-1.6629415950398,out-of-sample,functional
-1.669641236509,out-of-sample,functional
-1.62235913309078,out-of-sample,functional
-1.70410090051849,out-of-sample,functional
-1.62013862433675,out-of-sample,functional
-1.68804288961988,out-of-sample,functional
-1.66913735589825,out-of-sample,functional
-1.71278696726868,out-of-sample,functional
-1.68640081678479,out-of-sample,functional
-1.67690733707508,out-of-sample,functional
-1.63067305881168,out-of-sample,functional
-1.6601081687221,out-of-sample,functional
-1.6664469399144,out-of-sample,functional
-1.67527056575317,out-of-sample,functional
-1.62896474425678,out-of-sample,functional
-1.67134993504244,out-of-sample,functional
-1.69829687725727,out-of-sample,functional
-1.69807670646071,out-of-sample,functional
-1.67757487862428,out-of-sample,functional
-1.65732840766015,out-of-sample,functional
-1.68865399149731,out-of-sample,functional
-1.7049998683068,out-of-sample,functional
-1.64552779825263,out-of-sample,functional
-1.64933612298518,out-of-sample,functional
-1.61156408180497,out-of-sample,functional
-1.60989085435222,out-of-sample,functional
-1.66315248539577,out-of-sample,functional
-1.65717235294402,out-of-sample,functional
-1.66617112533868,out-of-sample,functional
-1.66496651161856,out-of-sample,functional
-1.64389451566956,out-of-sample,functional
-1.65494805187184,out-of-sample,functional
-1.68704844341584,out-of-sample,functional
-1.67017278347084,out-of-sample,functional
-1.6034345508935,out-of-sample,functional
-1.72536936170314,out-of-sample,functional
-1.68664951965277,out-of-sample,functional
-1.62663383121918,out-of-sample,functional
-1.65119735414883,out-of-sample,functional
-1.63168035242562,out-of-sample,functional
-1.67726936808891,out-of-sample,functional
-1.65678001305099,out-of-sample,functional
-1.75188621087296,out-of-sample,functional
-1.62680309590551,out-of-sample,functional
-1.6632052170411,out-of-sample,functional
-1.6687282719107,out-of-sample,functional
-1.67837909354485,out-of-sample,functional
-1.63024066308995,out-of-sample,functional
-1.6409958575627,out-of-sample,functional
-1.63697010304296,out-of-sample,functional
-1.63201179022671,out-of-sample,functional
-1.63136648458418,out-of-sample,functional
-1.64576075281328,out-of-sample,functional
-1.72235641365907,out-of-sample,functional
-1.66817619134077,out-of-sample,functional
-1.66486802036209,out-of-sample,functional
-1.66866356657145,out-of-sample,functional
-1.64898536319741,out-of-sample,functional
-1.6680657303581,out-of-sample,functional
-1.6296384460368,out-of-sample,functional
-1.62656886316917,out-of-sample,functional
-1.64907621886279,out-of-sample,functional
-1.6069254465762,out-of-sample,functional
-1.62870922611534,out-of-sample,functional
-1.68341412133696,out-of-sample,functional
-1.67204714300585,out-of-sample,functional
-1.73871713161826,out-of-sample,functional
-1.68724450445761,out-of-sample,functional
-1.66088744130542,out-of-sample,functional
-1.66027419095539,out-of-sample,functional
-1.64471546181619,out-of-sample,functional
-1.58186202430443,out-of-sample,functional
-1.67403457193245,out-of-sample,functional
-1.72905035066246,out-of-sample,functional
-1.62346723841998,out-of-sample,functional
-1.62965072490864,out-of-sample,functional
-1.65070672012192,out-of-sample,functional
-1.68347095939456,out-of-sample,functional
-1.65411961169027,out-of-sample,functional
-1.65700050249447,out-of-sample,functional
-1.66880789922295,out-of-sample,functional
-1.58875271783168,out-of-sample,functional
-1.6552464767625,out-of-sample,functional
-1.70517963922535,out-of-sample,functional
-1.69503059342654,out-of-sample,functional
-1.63435029505507,out-of-sample,functional
-1.68660547091421,out-of-sample,functional
-1.6918248096155,out-of-sample,functional
-1.63123395609706,out-of-sample,functional
-1.61658115419317,out-of-sample,functional
-1.65841803129745,out-of-sample,functional
-1.63234333613738,out-of-sample,functional
-1.63938357934859,out-of-sample,functional
-1.62091450907638,out-of-sample,functional
-1.62602611214509,out-of-sample,functional
-1.63549642529009,out-of-sample,functional
-1.67030328736769,out-of-sample,functional
-1.69435342874778,out-of-sample,functional
-1.65718239475827,out-of-sample,functional
-1.62934194030658,out-of-sample,functional
-1.66810548785324,out-of-sample,functional
-1.65409080627435,out-of-sample,functional
-1.69837185414831,out-of-sample,functional
-1.63676392087816,out-of-sample,functional
-1.65797532282767,out-of-sample,functional
-1.66019254296413,out-of-sample,functional
-1.72768475862848,out-of-sample,functional
-1.66233519298633,out-of-sample,functional
-1.6719020259596,out-of-sample,functional
-1.65469900120484,out-of-sample,functional
-1.65331254123997,out-of-sample,functional
-1.60241161527336,out-of-sample,functional
-1.61683924250586,out-of-sample,functional
-1.66145835206994,out-of-sample,functional
-1.64747781517051,out-of-sample,functional
-1.66256561018773,out-of-sample,functional
-1.71321562194841,out-of-sample,functional
-1.62422543175066,out-of-sample,functional
-1.71548659588681,out-of-sample,functional
-1.6786725900787,out-of-sample,functional
-1.68265124321074,out-of-sample,functional
-1.79732316500011,out-of-sample,functional
-1.69302564176617,out-of-sample,functional
-1.66574665658849,out-of-sample,functional
-1.63613107743879,out-of-sample,functional
-1.73949443074008,out-of-sample,functional
-1.67752948832421,out-of-sample,functional
-1.61392445824234,out-of-sample,functional
-1.6717099356683,out-of-sample,functional
-1.66941095320693,out-of-sample,functional
-1.62457437597818,out-of-sample,functional
-1.63135664166764,out-of-sample,functional
-1.62363379735491,out-of-sample,functional
-1.62093300344448,out-of-sample,functional
-1.65121694766842,out-of-sample,functional
-1.6616028858839,out-of-sample,functional
-1.6838865433986,out-of-sample,functional
-1.61593898692274,out-of-sample,functional
-1.68748709453686,out-of-sample,functional
-1.59065063268888,out-of-sample,functional
-1.63067177824223,out-of-sample,functional
-1.65696414037794,out-of-sample,functional
-1.62265644668071,out-of-sample,functional
-1.67092063813411,out-of-sample,functional
-1.69198953330925,out-of-sample,functional
-1.72319319494351,out-of-sample,functional
-1.62573142618779,out-of-sample,functional
-1.71113467392767,out-of-sample,functional
-1.61899353419773,out-of-sample,functional
-1.66224453234908,out-of-sample,functional
-1.77145374111625,out-of-sample,functional
-1.63331528961992,out-of-sample,functional
-1.68808299631289,out-of-sample,functional
-1.65904554698234,out-of-sample,functional
-1.63527688956936,out-of-sample,functional
-1.71087501960797,out-of-sample,functional
-1.70023154381626,out-of-sample,functional
-1.63363840426387,out-of-sample,functional
-1.66783762299872,out-of-sample,functional
-1.65686092641897,out-of-sample,functional
-1.70311340581827,out-of-sample,functional
-1.60312758743429,out-of-sample,functional
-1.65650646123096,out-of-sample,functional
-1.67637012393829,out-of-sample,functional
-1.66999931585174,out-of-sample,functional
-1.66654084633029,out-of-sample,functional
-1.63024688723133,out-of-sample,functional
-1.67443776044695,out-of-sample,functional
-1.69756173713134,out-of-sample,functional
-1.65917092656162,out-of-sample,functional
-1.63108684884256,out-of-sample,functional
-1.61495930680627,out-of-sample,functional
-1.62579345180876,out-of-sample,functional
-1.72974414307798,out-of-sample,functional
-1.65793152971204,out-of-sample,functional
-1.65604434053874,out-of-sample,functional
-1.68681592890379,out-of-sample,functional
-1.76371809834682,out-of-sample,functional
-1.64226132994122,out-of-sample,functional
-1.6284475253281,out-of-sample,functional
-1.64171467976736,out-of-sample,functional
-1.65306134959154,out-of-sample,functional
-1.66068037702895,out-of-sample,functional
-1.63143473589644,out-of-sample,functional
-1.66471858891762,out-of-sample,functional
-1.66160672439958,out-of-sample,functional
-1.67499738802214,out-of-sample,functional
-1.68015509536215,out-of-sample,functional
-1.64280268358883,out-of-sample,functional
-1.60000403155656,out-of-sample,functional
-1.68034054738018,out-of-sample,functional
-1.60458996874584,out-of-sample,functional
-1.64267420051414,out-of-sample,functional
-1.68582382527729,out-of-sample,functional
-1.72049518258151,out-of-sample,functional
-1.72270902658461,out-of-sample,functional
-1.72551140853518,out-of-sample,functional
-1.66093483446309,out-of-sample,functional
-1.64167419670721,out-of-sample,functional
-1.62876404317505,out-of-sample,functional
-1.71114721680864,out-of-sample,functional
-1.65939269614229,out-of-sample,functional
-1.62589744959422,out-of-sample,functional
-1.71727359212313,out-of-sample,functional
-1.64674652944674,out-of-sample,functional
-1.73729498931639,out-of-sample,functional
-1.64766022540685,out-of-sample,functional
-1.68592870873368,out-of-sample,functional
-1.61693015687611,out-of-sample,functional
-1.72652701831979,out-of-sample,functional
-1.72301981784801,out-of-sample,functional
-1.65917703001472,out-of-sample,functional
-1.67539358346263,out-of-sample,functional
-1.66162800917535,out-of-sample,functional
-1.67022917656053,out-of-sample,functional
-1.64146260128832,out-of-sample,functional
-1.66330805366626,out-of-sample,functional
-1.73198327580675,out-of-sample,functional
-1.63208341564781,out-of-sample,functional
-1.66775465509315,out-of-sample,functional
-1.62244891161757,out-of-sample,functional
-1.68118898067819,out-of-sample,functional
-1.64257958025622,out-of-sample,functional
-1.60617947270428,out-of-sample,functional
-1.67822662516274,out-of-sample,functional
-1.60789527536719,out-of-sample,functional
-1.69044859338436,out-of-sample,functional
-1.66113472127328,out-of-sample,functional
-1.64964208017343,out-of-sample,functional
-1.68155445773695,out-of-sample,functional
-1.65464915569915,out-of-sample,functional
-1.63994938275476,out-of-sample,functional
-1.67532994063523,out-of-sample,functional
-1.69618651081958,out-of-sample,functional
-1.668156286915,out-of-sample,functional
-1.70004618019165,out-of-sample,functional
-1.75912843206519,out-of-sample,functional
-1.62383569563799,out-of-sample,functional
-1.64752197970191,out-of-sample,functional
-1.72529792216164,out-of-sample,functional
-1.70035359025692,out-of-sample,functional
-1.62378543076022,out-of-sample,functional
-1.66276297322493,out-of-sample,functional
-1.6486214825139,out-of-sample,functional
-1.65869043334214,out-of-sample,functional
-1.6374245518509,out-of-sample,functional
-1.69750564037301,out-of-sample,functional
-1.75672307060589,out-of-sample,functional
-1.71314734282623,out-of-sample,functional
-1.64755136819396,out-of-sample,functional
-1.61374957055666,out-of-sample,functional
-1.6789485924162,out-of-sample,functional
-1.66478665649787,out-of-sample,functional
-1.60747929287082,out-of-sample,functional
-1.72178269267082,out-of-sample,functional
-1.68079243755676,out-of-sample,functional
-1.68361666413772,out-of-sample,functional
-1.71750132767301,out-of-sample,functional
-1.70281793624999,out-of-sample,functional
-1.67385397754222,out-of-sample,functional
-1.60235775627929,out-of-sample,functional
-1.62148226243692,out-of-sample,functional
-1.68914748992233,out-of-sample,functional
-1.6479396874907,out-of-sample,functional
-1.64631793702445,out-of-sample,functional
-1.61762725039591,out-of-sample,functional
-1.67444019637098,out-of-sample,functional
-1.68996134669602,out-of-sample,functional
-1.62645209852394,out-of-sample,functional
-1.61402926166939,out-of-sample,functional
-1.71075819445561,out-of-sample,functional
-1.69649985541661,out-of-sample,functional
-1.60459635966503,out-of-sample,functional
-1.67188080062158,out-of-sample,functional
-1.64243288114798,out-of-sample,functional
-1.6666177460281,out-of-sample,functional
-1.65141864382167,out-of-sample,functional
-1.64113510347731,out-of-sample,functional
-1.68052050433977,out-of-sample,functional
-1.61937704034488,out-of-sample,functional
-1.76024234290062,out-of-sample,functional
-1.65755379411891,out-of-sample,functional
-1.66290612764966,out-of-sample,functional
-1.63529060459551,out-of-sample,functional
-1.72788491694858,out-of-sample,functional
-1.63802478964279,out-of-sample,functional
-1.68666272060432,out-of-sample,functional
-1.63890269859239,out-of-sample,functional
-1.61232574901584,out-of-sample,functional
-1.69446896507206,out-of-sample,functional
-1.68593365742204,out-of-sample,functional
-1.71216276637848,out-of-sample,functional
-1.7085284366669,out-of-sample,functional
-1.61870286818939,out-of-sample,functional
-1.68442787155056,out-of-sample,functional
-1.66152830146034,out-of-sample,functional
-1.73758912329149,out-of-sample,functional
-1.79126166375728,out-of-sample,functional
-1.74131329323949,out-of-sample,functional
-1.60943479140788,out-of-sample,functional
-1.64477767379562,out-of-sample,functional
-1.69604489514024,out-of-sample,functional
-1.65405148284549,out-of-sample,functional
-1.73276217810179,out-of-sample,functional
-1.67647214523482,out-of-sample,functional
-1.67041146023695,out-of-sample,functional
-1.69938716563552,out-of-sample,functional
-1.61083676403259,out-of-sample,functional
-1.64554475045758,out-of-sample,functional
-1.71956152198414,out-of-sample,functional
-1.68676950037617,out-of-sample,functional
-1.70189284701289,out-of-sample,functional
-1.58384313576171,out-of-sample,functional
-1.68152161558971,out-of-sample,functional
-1.71870915189874,out-of-sample,functional
-1.63838595778961,out-of-sample,functional
-1.66504344072026,out-of-sample,functional
-1.63791265186356,out-of-sample,functional
-1.65961096393096,out-of-sample,functional
-1.637974248798,out-of-sample,functional
-1.63963965450382,out-of-sample,functional
-1.66558541012822,out-of-sample,functional
-1.67070998010165,out-of-sample,functional
-1.68131881261652,out-of-sample,functional
-1.64167624768138,out-of-sample,functional
-1.73830995893714,out-of-sample,functional
-1.62177410066976,out-of-sample,functional
-1.68733038171321,out-of-sample,functional
-1.61990946288753,out-of-sample,functional
-1.67762672924957,out-of-sample,functional
-1.65214878732565,out-of-sample,functional
-1.64847621092117,out-of-sample,functional
-1.68868015622295,out-of-sample,functional
-1.71446113729241,out-of-sample,functional
-1.70935065448837,out-of-sample,functional
-1.63078744226682,out-of-sample,functional
-1.66334415366959,out-of-sample,functional
-1.71740106358474,out-of-sample,functional
-1.66196718034166,out-of-sample,functional
-1.62477478190896,out-of-sample,functional
-1.67928193508126,out-of-sample,functional
-1.6917302735358,out-of-sample,functional
-1.64005752819682,out-of-sample,functional
-1.61363409123071,out-of-sample,functional
-1.66174945002222,out-of-sample,functional
-1.65730617848491,out-of-sample,functional
-1.69052829099491,out-of-sample,functional
-1.63745077658393,out-of-sample,functional
-1.62038615815242,out-of-sample,functional
-1.62260406876532,out-of-sample,functional
-1.70869065124021,out-of-sample,functional
-1.7362245685553,out-of-sample,functional
-1.6756849260935,out-of-sample,functional
-1.64765831339964,out-of-sample,functional
-1.60907496238132,out-of-sample,functional
-1.67547237863789,out-of-sample,functional
-1.62631225313176,out-of-sample,functional
-1.61662186658788,out-of-sample,functional
-1.6599477176318,out-of-sample,functional
-1.64278450006648,out-of-sample,functional
-1.65363323370522,out-of-sample,functional
-1.67209910382914,out-of-sample,functional
-1.59952934560958,out-of-sample,functional
-1.66940114286434,out-of-sample,functional
-1.63807918812449,out-of-sample,functional
-1.61483708396,out-of-sample,functional
-1.68399309292272,out-of-sample,functional
-1.72087929040927,out-of-sample,functional
-1.66244436570481,out-of-sample,functional
-1.63235620675774,out-of-sample,functional
-1.667438748851,out-of-sample,functional
-1.66964317875487,out-of-sample,functional
-1.62275615102075,out-of-sample,functional
-1.67137390489828,out-of-sample,functional
-1.70490895260391,out-of-sample,functional
-1.72745803096028,out-of-sample,functional
-1.61391545830114,out-of-sample,functional
-1.77130131603484,out-of-sample,functional
-1.70209902891628,out-of-sample,functional
-1.61533379947346,out-of-sample,functional
-1.61933951554943,out-of-sample,functional
-1.70598842366403,out-of-sample,functional
-1.63055405118502,out-of-sample,functional
-1.66239957886902,out-of-sample,functional
-1.67532894674751,out-of-sample,functional
-1.68133544009286,out-of-sample,functional
-1.68603843731334,out-of-sample,functional
-1.67397960200505,out-of-sample,functional
-1.77551812121113,out-of-sample,functional
-1.66415235479661,out-of-sample,functional
-1.68137591258522,out-of-sample,functional
-1.62162851875939,out-of-sample,functional
-1.66075069120715,out-of-sample,functional
-1.64645941649135,out-of-sample,functional
-1.65968507622935,out-of-sample,functional
-1.69859361505664,out-of-sample,functional
-1.66214956541958,out-of-sample,functional
-1.67845139142196,out-of-sample,functional
-1.6548175432453,out-of-sample,functional
-1.60289349798651,out-of-sample,functional
-1.73050149286575,out-of-sample,functional
-1.64218931888346,out-of-sample,functional
-1.62817123402333,out-of-sample,functional
-1.63906409629615,out-of-sample,functional
-1.66169830516006,out-of-sample,functional
-1.65490101356668,out-of-sample,functional
-1.71044142608167,out-of-sample,functional
-1.68337450449591,out-of-sample,functional
-1.64273791626846,out-of-sample,functional
-1.69403574689465,out-of-sample,functional
-1.69452641008608,out-of-sample,functional
-1.661751160318,out-of-sample,functional
-1.68011340708957,out-of-sample,functional
-1.64905945548817,out-of-sample,functional
-1.63556475931555,out-of-sample,functional
-1.67904299817375,out-of-sample,functional
-1.65747323162519,out-of-sample,functional
-1.69597134447854,out-of-sample,functional
-1.65593476813497,out-of-sample,functional
-1.7730572881573,out-of-sample,functional
-1.61485315622192,out-of-sample,functional
-1.71207638409277,out-of-sample,functional
-1.70999351056541,out-of-sample,functional
-1.68857769647713,out-of-sample,functional
-1.66517312296038,out-of-sample,functional
-1.63131333673183,out-of-sample,functional
-1.70754992345965,out-of-sample,functional
-1.70971470607488,out-of-sample,functional
-1.73431146303656,out-of-sample,functional
-1.65102284438872,out-of-sample,functional
-1.69071080263155,out-of-sample,functional
-1.58269310171662,out-of-sample,functional
-1.71053615439985,out-of-sample,functional
-1.64817317230509,out-of-sample,functional
-1.64883869349775,out-of-sample,functional
-1.69789118947308,out-of-sample,functional
-1.66996043272128,out-of-sample,functional
-1.7136598846157,out-of-sample,functional
-1.68990637664361,out-of-sample,functional
-1.69654643502403,out-of-sample,functional
-1.65953907324103,out-of-sample,functional
-1.67433082452775,out-of-sample,functional
-1.67587833734189,out-of-sample,functional
-1.61353220486325,out-of-sample,functional
-1.6357658110782,out-of-sample,functional
-1.83228822452695,out-of-sample,functional
-1.64658645651818,out-of-sample,functional
-1.62468122470268,out-of-sample,functional
-1.65968545492609,out-of-sample,functional
-1.7160977969097,out-of-sample,functional
-1.69385975756745,out-of-sample,functional
-1.65997625425278,out-of-sample,functional
-1.66005418332055,out-of-sample,functional
-1.62507549592157,out-of-sample,functional
-1.70881719513254,out-of-sample,functional
-1.71551589247959,out-of-sample,functional
-1.6786999340866,out-of-sample,functional
-1.6647818236326,out-of-sample,functional
-1.69741132592851,out-of-sample,functional
-1.63827742581035,out-of-sample,functional
-1.60546209937466,out-of-sample,functional
-1.73492853747455,out-of-sample,functional
-1.69101689782067,out-of-sample,functional
-1.68336822265151,out-of-sample,functional
-1.67038271993364,out-of-sample,functional
-1.60973463562058,out-of-sample,functional
-1.62706500508372,out-of-sample,functional
-1.6219947977667,out-of-sample,functional
-1.6173014546702,out-of-sample,functional
-1.63941421882773,out-of-sample,functional
-1.68958296198517,out-of-sample,functional
-1.72012267667678,out-of-sample,functional
-1.68843239495197,out-of-sample,functional
-1.73732011832669,out-of-sample,functional
-1.67180560317582,out-of-sample,functional
-1.66075108179257,out-of-sample,functional
-1.71642996567005,out-of-sample,functional
-1.60647025724356,out-of-sample,functional
-1.6283000936324,out-of-sample,functional
-1.71306273134253,out-of-sample,functional
-1.65713085404945,out-of-sample,functional
-1.68913558656458,out-of-sample,functional
-1.67098804511928,out-of-sample,functional
-1.70170397439628,out-of-sample,functional
-1.61910369880175,out-of-sample,functional
-1.66483999275136,out-of-sample,functional
-1.61497278420421,out-of-sample,functional
-1.6289452113152,out-of-sample,functional
-1.64881501358399,out-of-sample,functional
-1.73823412066621,out-of-sample,functional
-1.59593107091504,out-of-sample,functional
-1.68010983487399,out-of-sample,functional
-1.6633003574117,out-of-sample,functional
-1.70424121586656,out-of-sample,functional
-1.66965199350696,out-of-sample,functional
-1.68014155020226,out-of-sample,functional
-1.63534842631826,out-of-sample,functional
-1.67514676735917,out-of-sample,functional
-1.60913560566404,out-of-sample,functional
-1.65080158156241,out-of-sample,functional
-1.75587603864056,out-of-sample,functional
-1.73397167316981,out-of-sample,functional
-1.68176984414559,out-of-sample,functional
-1.66960294331821,out-of-sample,functional
-1.6696384603164,out-of-sample,functional
-1.64356089820704,out-of-sample,functional
-1.62564028438047,out-of-sample,functional
-1.66255549333942,out-of-sample,functional
-1.642699503586,out-of-sample,functional
-1.65074319177981,out-of-sample,functional
-1.62792591567469,out-of-sample,functional
-1.71576417971946,out-of-sample,vanilla
-1.71326753672838,out-of-sample,vanilla
-1.84075736788766,out-of-sample,vanilla
-1.74976223008714,out-of-sample,vanilla
-1.76055530352674,out-of-sample,vanilla
-1.75837968464817,out-of-sample,vanilla
-1.7865222227501,out-of-sample,vanilla
-1.70899899311324,out-of-sample,vanilla
-1.66959121394353,out-of-sample,vanilla
-1.69048093442027,out-of-sample,vanilla
-1.75207660969168,out-of-sample,vanilla
-1.81060504706225,out-of-sample,vanilla
-1.81370124935563,out-of-sample,vanilla
-1.8557005930269,out-of-sample,vanilla
-1.79804029246972,out-of-sample,vanilla
-1.70825896491859,out-of-sample,vanilla
-1.6972878967631,out-of-sample,vanilla
-1.73742051442978,out-of-sample,vanilla
-1.74305368508383,out-of-sample,vanilla
-1.78384037047985,out-of-sample,vanilla
-1.71572338532265,out-of-sample,vanilla
-1.74417793117417,out-of-sample,vanilla
-1.80243913556906,out-of-sample,vanilla
-1.76026156592307,out-of-sample,vanilla
-1.74850800374243,out-of-sample,vanilla
-1.77784381418093,out-of-sample,vanilla
-1.76582758166635,out-of-sample,vanilla
-1.72366009112106,out-of-sample,vanilla
-1.68111823747854,out-of-sample,vanilla
-1.63189077628902,out-of-sample,vanilla
-1.69142583212935,out-of-sample,vanilla
-1.71562162923179,out-of-sample,vanilla
-1.74070801513129,out-of-sample,vanilla
-1.75201420960866,out-of-sample,vanilla
-1.77400332619674,out-of-sample,vanilla
-1.65546410595286,out-of-sample,vanilla
-1.70674570655715,out-of-sample,vanilla
-1.74409074277515,out-of-sample,vanilla
-1.75346646263862,out-of-sample,vanilla
-1.80204749373091,out-of-sample,vanilla
-1.7651895412343,out-of-sample,vanilla
-1.73224333201243,out-of-sample,vanilla
