logdensity,dataset,model
-1.53526633029112,in-sample,functional
-1.43669677303826,in-sample,functional
-1.44366628653541,in-sample,functional
-1.42683207098653,in-sample,functional
-1.46869196336153,in-sample,functional
-1.50528855743276,in-sample,functional
-1.45540099071528,in-sample,functional
-1.45675820756909,in-sample,functional
-1.48415034313734,in-sample,functional
-1.47221390677925,in-sample,functional
-1.48573341041421,in-sample,functional
-1.44370001651836,in-sample,functional
-1.46711634976033,in-sample,functional
-1.5235753602606,in-sample,functional
-1.42478721069327,in-sample,functional
-1.42412452018689,in-sample,functional
-1.43515255408118,in-sample,functional
-1.49861500844084,in-sample,functional
-1.49118906505622,in-sample,functional
-1.46906890780423,in-sample,functional
-1.47912801793211,in-sample,functional
-1.45992027751101,in-sample,functional
-1.456505911658,in-sample,functional
-1.46993677439466,in-sample,functional
-1.50074659346554,in-sample,functional
-1.44891485587136,in-sample,functional
-1.47276102263553,in-sample,functional
-1.48541303104705,in-sample,functional
-1.511123967467,in-sample,functional
-1.48776529764815,in-sample,functional
-1.44984124952902,in-sample,functional
-1.45448325343755,in-sample,functional
-1.5053089971362,in-sample,functional
-1.45958754789427,in-sample,functional
-1.51247634958432,in-sample,functional
-1.482550062033,in-sample,functional
-1.43137338552223,in-sample,functional
-1.45346406778241,in-sample,functional
-1.47054252871662,in-sample,functional
-1.48886414314127,in-sample,functional
-1.48372785104337,in-sample,functional
-1.48750548616014,in-sample,functional
-1.5051730222132,in-sample,functional
-1.45885704631117,in-sample,functional
-1.475770607223,in-sample,functional
-1.47144790966698,in-sample,functional
-1.49317752152347,in-sample,functional
-1.44035055513693,in-sample,functional
-1.44979860837368,in-sample,functional
-1.52109419083038,in-sample,functional
-1.45531857604102,in-sample,functional
-1.40445989702409,in-sample,functional
-1.45057436158244,in-sample,functional
-1.49911046113593,in-sample,functional
-1.45925475427034,in-sample,functional
-1.47956650711299,in-sample,functional
-1.44152272758004,in-sample,functional
-1.46449956816098,in-sample,functional
-1.44731492189229,in-sample,functional
-1.50877063738115,in-sample,functional
-1.48296446582664,in-sample,functional
-1.50600565546359,in-sample,functional
-1.43972059962527,in-sample,functional
-1.42952117715988,in-sample,functional
-1.46950061422584,in-sample,functional
-1.49777774782727,in-sample,functional
-1.49084925285703,in-sample,functional
-1.4357625443705,in-sample,functional
-1.49438870060856,in-sample,functional
-1.47523063860781,in-sample,functional
-1.4544419648984,in-sample,functional
-1.47063379795976,in-sample,functional
-1.49497569426916,in-sample,functional
-1.44837757979858,in-sample,functional
-1.43681344325856,in-sample,functional
-1.48560138877778,in-sample,functional
-1.45579851773505,in-sample,functional
-1.49184878871333,in-sample,functional
-1.4643497624313,in-sample,functional
-1.47051345116408,in-sample,functional
-1.49411129026733,in-sample,functional
-1.41356889385107,in-sample,functional
-1.41518812925575,in-sample,functional
-1.47359845120656,in-sample,functional
-1.51862742430449,in-sample,functional
-1.48644226452832,in-sample,functional
-1.4724112491126,in-sample,functional
-1.48938119070509,in-sample,functional
-1.53230810176914,in-sample,functional
-1.45273895085797,in-sample,functional
-1.46396089222348,in-sample,functional
-1.49029825315591,in-sample,functional
-1.46809809262294,in-sample,functional
-1.48425572112147,in-sample,functional
-1.46918131058255,in-sample,functional
-1.47163329719287,in-sample,functional
-1.45484475802079,in-sample,functional
-1.47235552227352,in-sample,functional
-1.46573357559355,in-sample,functional
-1.50071709006371,in-sample,functional
-1.46026174130689,in-sample,functional
-1.50943720195221,in-sample,functional
-1.4820351025709,in-sample,functional
-1.4712304601685,in-sample,functional
-1.48239811662327,in-sample,functional
-1.44564771280396,in-sample,functional
-1.46353645233208,in-sample,functional
-1.4604986193878,in-sample,functional
-1.48271284821714,in-sample,functional
-1.45604852166733,in-sample,functional
-1.46780334385476,in-sample,functional
-1.50579372705221,in-sample,functional
-1.44958475254998,in-sample,functional
-1.46779276543784,in-sample,functional
-1.44829291964271,in-sample,functional
-1.452887370353,in-sample,functional
-1.47644421693333,in-sample,functional
-1.51527267614308,in-sample,functional
-1.47707079204797,in-sample,functional
-1.44658492248848,in-sample,functional
-1.43017555713116,in-sample,functional
-1.4998105053398,in-sample,functional
-1.45492910595796,in-sample,functional
-1.46765885733691,in-sample,functional
-1.46315458150661,in-sample,functional
-1.48132755499225,in-sample,functional
-1.46142565805165,in-sample,functional
-1.50191492218336,in-sample,functional
-1.46897706987509,in-sample,functional
-1.47873313442963,in-sample,functional
-1.49562034245263,in-sample,functional
-1.47576047555811,in-sample,functional
-1.48506418174171,in-sample,functional
-1.4675019438048,in-sample,functional
-1.43345440704281,in-sample,functional
-1.47943254178904,in-sample,functional
-1.54681713203106,in-sample,functional
-1.50116377962293,in-sample,functional
-1.44428281122292,in-sample,functional
-1.46349802885443,in-sample,functional
-1.45446819760934,in-sample,functional
-1.49001513328404,in-sample,functional
-1.52139941849186,in-sample,functional
-1.46700564304838,in-sample,functional
-1.44910662375716,in-sample,functional
-1.4815218252448,in-sample,functional
-1.46558054823984,in-sample,functional
-1.46959896333812,in-sample,functional
-1.49294672832179,in-sample,functional
-1.50825497225805,in-sample,functional
-1.50037395854432,in-sample,functional
-1.46215936239821,in-sample,functional
-1.45401155806746,in-sample,functional
-1.50790016801377,in-sample,functional
-1.49113126702695,in-sample,functional
-1.48438857210464,in-sample,functional
-1.48074909324262,in-sample,functional
-1.46900230070665,in-sample,functional
-1.48550755900745,in-sample,functional
-1.43861346001495,in-sample,functional
-1.50517674975779,in-sample,functional
-1.4918547629187,in-sample,functional
-1.45362241731443,in-sample,functional
-1.49805966192104,in-sample,functional
-1.49144321941381,in-sample,functional
-1.45488593900785,in-sample,functional
-1.52882924780746,in-sample,functional
-1.50234095349828,in-sample,functional
-1.50551380177265,in-sample,functional
-1.45433511916224,in-sample,functional
-1.4535347347239,in-sample,functional
-1.4627127784995,in-sample,functional
-1.51158565728776,in-sample,functional
-1.45021641876472,in-sample,functional
-1.46737200599412,in-sample,functional
-1.51701838819464,in-sample,functional
-1.48452695137158,in-sample,functional
-1.46616010749,in-sample,functional
-1.48506072313627,in-sample,functional
-1.48907585993222,in-sample,functional
-1.48084555537092,in-sample,functional
-1.56446217035083,in-sample,vanilla
-1.55769962581477,in-sample,vanilla
-1.54376077795152,in-sample,vanilla
-1.54917421385631,in-sample,vanilla
-1.53154212957991,in-sample,vanilla
-1.5494440516871,in-sample,vanilla
-1.58247578020676,in-sample,vanilla
-1.57564217763645,in-sample,vanilla
-1.55694164751487,in-sample,vanilla
-1.58483577052068,in-sample,vanilla
-1.58105823562654,in-sample,vanilla
-1.57182550475317,in-sample,vanilla
-1.57171101087207,in-sample,vanilla
-1.57243256431269,in-sample,vanilla
-1.5741878378653,in-sample,vanilla
-1.55220112479121,in-sample,vanilla
-1.54768944348452,in-sample,vanilla
-1.57452441365287,in-sample,vanilla
-1.57453280918906,in-sample,vanilla
-1.5787112053676,in-sample,vanilla
-1.57573220822509,in-sample,vanilla
-1.57661650101581,in-sample,vanilla
-1.57679292332833,in-sample,vanilla
-1.5833352364337,in-sample,vanilla
-1.54566970412956,in-sample,vanilla
-1.54681789293685,in-sample,vanilla
-1.53542075570494,in-sample,vanilla
-1.55384157632312,in-sample,vanilla
-1.58254185320809,in-sample,vanilla
-1.56517293661372,in-sample,vanilla
-1.54885573695945,in-sample,vanilla
-1.56022559496717,in-sample,vanilla
-1.55255733559134,in-sample,vanilla
-1.58721707141867,in-sample,vanilla
-1.57662368849663,in-sample,vanilla
-1.56122077392216,in-sample,vanilla
-1.55744589926611,in-sample,vanilla
-1.55787401080373,in-sample,vanilla
-1.55745399746182,in-sample,vanilla
-1.55522538325871,in-sample,vanilla
-1.53047360182529,in-sample,vanilla
-1.50863313673332,in-sample,vanilla
-1.51560452249231,in-sample,vanilla
-1.52325053475532,in-sample,vanilla
-1.52047128381415,in-sample,vanilla
-1.5331574851111,in-sample,vanilla
-1.53873979405424,in-sample,vanilla
-1.56726832667601,in-sample,vanilla
-1.55660730568085,in-sample,vanilla
-1.54833654948559,in-sample,vanilla
-1.54691015089963,in-sample,vanilla
-1.53300026380071,in-sample,vanilla
-1.53451741078851,in-sample,vanilla
-1.52552719120943,in-sample,vanilla
-1.54073381462506,in-sample,vanilla
-1.5268144599476,in-sample,vanilla
-1.54563084327,in-sample,vanilla
-1.54720949054797,in-sample,vanilla
-1.51088070323537,in-sample,vanilla
-1.53438384802652,in-sample,vanilla
-1.52419315691231,in-sample,vanilla
-1.52295456981387,in-sample,vanilla
-1.54824662911223,in-sample,vanilla
-1.55863271619713,in-sample,vanilla
-1.54574327221605,in-sample,vanilla
-1.54792859932925,in-sample,vanilla
-1.53726646985137,in-sample,vanilla
-1.55606227881532,in-sample,vanilla
-1.55693000080674,in-sample,vanilla
-1.53137372086261,in-sample,vanilla
-1.5492120075532,in-sample,vanilla
-1.54448511045665,in-sample,vanilla
-1.54719445481167,in-sample,vanilla
-1.55217207634043,in-sample,vanilla
-1.57988342937901,in-sample,vanilla
-1.58624829719067,in-sample,vanilla
-1.53213706293758,in-sample,vanilla
-1.5546099187409,in-sample,vanilla
-1.57073030837828,in-sample,vanilla
-1.54911844751452,in-sample,vanilla
-1.56338404346516,in-sample,vanilla
-1.52853409200974,in-sample,vanilla
-1.52063127828589,in-sample,vanilla
-1.55171949611829,in-sample,vanilla
-1.54530776938147,in-sample,vanilla
-1.53583057862951,in-sample,vanilla
-1.54846532525884,in-sample,vanilla
-1.55146927316463,in-sample,vanilla
-1.56410745806613,in-sample,vanilla
-1.59631773118386,in-sample,vanilla
-1.5557556829774,in-sample,vanilla
-1.55269298380163,in-sample,vanilla
-1.55943741142303,in-sample,vanilla
-1.56839729258537,in-sample,vanilla
-1.52564056715873,in-sample,vanilla
-1.53774959580729,in-sample,vanilla
-1.53164470999469,in-sample,vanilla
-1.55020180703896,in-sample,vanilla
-1.54208168892514,in-sample,vanilla
-1.54070254856981,in-sample,vanilla
-1.52825076111623,in-sample,vanilla
-1.53197668653733,in-sample,vanilla
-1.5451332174183,in-sample,vanilla
-1.55089821829986,in-sample,vanilla
-1.56009833001469,in-sample,vanilla
-1.58871609221047,in-sample,vanilla
-1.57907888166136,in-sample,vanilla
-1.57028237111583,in-sample,vanilla
-1.56223337843066,in-sample,vanilla
-1.56882920636106,in-sample,vanilla
-1.55370215889333,in-sample,vanilla
-1.55417177990366,in-sample,vanilla
-1.5745634773413,in-sample,vanilla
-1.56748949042599,in-sample,vanilla
-1.55475430142856,in-sample,vanilla
-1.55964808186513,in-sample,vanilla
-1.58339290783572,in-sample,vanilla
-1.57910931517421,in-sample,vanilla
-1.55425029007852,in-sample,vanilla
-1.55559531169683,in-sample,vanilla
-1.57129480495672,in-sample,vanilla
-1.57310752113997,in-sample,vanilla
-1.5582687704808,in-sample,vanilla
-1.58022071180101,in-sample,vanilla
-1.5794578340646,in-sample,vanilla
-1.52849839095186,in-sample,vanilla
-1.53576547867351,in-sample,vanilla
-1.54959409802441,in-sample,vanilla
-1.55195329697049,in-sample,vanilla
-1.55846409558256,in-sample,vanilla
-1.57109697289056,in-sample,vanilla
-1.55628351629073,in-sample,vanilla
-1.5574966984197,in-sample,vanilla
-1.59706352185646,in-sample,vanilla
-1.58501713637546,in-sample,vanilla
-1.5772757231136,in-sample,vanilla
-1.54686296490042,in-sample,vanilla
-1.5507606561782,in-sample,vanilla
-1.56635053117344,in-sample,vanilla
-1.56733074619021,in-sample,vanilla
-1.54647183168069,in-sample,vanilla
-1.55913892495627,in-sample,vanilla
-1.55872805515806,in-sample,vanilla
-1.57100697168942,in-sample,vanilla
-1.58582120666423,in-sample,vanilla
-1.55533830544781,in-sample,vanilla
-1.58621510192711,in-sample,vanilla
-1.56867330565493,in-sample,vanilla
-1.54913678395451,in-sample,vanilla
-1.54935287475737,in-sample,vanilla
-1.54490444765743,in-sample,vanilla
-1.56309144272287,in-sample,vanilla
-1.56507810819689,in-sample,vanilla
-1.56010082425198,in-sample,vanilla
-1.5689312858484,in-sample,vanilla
-1.56327496704343,in-sample,vanilla
-1.55287060383547,in-sample,vanilla
-1.58044943655704,in-sample,vanilla
-1.57233498894086,in-sample,vanilla
-1.56512173370095,in-sample,vanilla
-1.54360602432275,in-sample,vanilla
-1.55654986790387,in-sample,vanilla
-1.536409101918,in-sample,vanilla
-1.56096207183595,in-sample,vanilla
-1.56211369264307,in-sample,vanilla
-1.55133860062544,in-sample,vanilla
-1.56336709393232,in-sample,vanilla
-1.5470122010164,in-sample,vanilla
-1.5672696016981,in-sample,vanilla
-1.56684867704021,in-sample,vanilla
-1.55981739622644,in-sample,vanilla
-1.55691891132143,in-sample,vanilla
-1.55418297003356,in-sample,vanilla
-1.55377463086453,in-sample,vanilla
-1.54258136493476,in-sample,vanilla
-1.54582051755335,in-sample,vanilla
-1.55075983993825,in-sample,vanilla
-1.55738395235935,in-sample,vanilla
-1.55980558543249,in-sample,vanilla
-1.57582177187351,in-sample,vanilla
-1.56764729880015,in-sample,vanilla
-1.56736044476249,in-sample,vanilla
-1.55652895546644,in-sample,vanilla
-1.57988818195521,in-sample,vanilla
-1.55450770031501,in-sample,vanilla
-1.55050613741186,in-sample,vanilla
-1.55976950049079,in-sample,vanilla
-1.54966230359099,in-sample,vanilla
-1.54480903614862,in-sample,vanilla
-1.53230572251307,in-sample,vanilla
-1.54567698290501,in-sample,vanilla
-1.54985481157024,in-sample,vanilla
-1.58342956505556,in-sample,vanilla
-1.56471534493438,in-sample,vanilla
-1.53873060517381,in-sample,vanilla
-1.5616006091451,in-sample,vanilla
-1.54944586436602,in-sample,vanilla
-1.56895290250936,in-sample,vanilla
-1.56009115085097,in-sample,vanilla
-1.58124539750776,in-sample,vanilla
-1.55756165927661,in-sample,vanilla
-1.57755793221941,in-sample,vanilla
-1.59296552652606,in-sample,vanilla
-1.57901714143618,in-sample,vanilla
-1.56732390519408,in-sample,vanilla
-1.56565248471015,in-sample,vanilla
-1.53077267809173,in-sample,vanilla
-1.55596943948354,in-sample,vanilla
-1.56641645016553,in-sample,vanilla
-1.56639533291182,in-sample,vanilla
-1.55831006610363,in-sample,vanilla
-1.56175303650621,in-sample,vanilla
-1.58235352608285,in-sample,vanilla
-1.56730140906298,in-sample,vanilla
-1.58418709339784,in-sample,vanilla
-1.56846099332783,in-sample,vanilla
-1.55242849698288,in-sample,vanilla
-1.5603729578443,in-sample,vanilla
-1.53236022483923,in-sample,vanilla
-1.5414596484114,in-sample,vanilla
-1.56397066890839,in-sample,vanilla
-1.54373804701864,in-sample,vanilla
-1.52531694476463,in-sample,vanilla
-1.53560097743149,in-sample,vanilla
-1.52323664037128,in-sample,vanilla
-1.55401138997752,in-sample,vanilla
-1.55863992023158,in-sample,vanilla
-1.55983402721688,in-sample,vanilla
-1.5466695530509,in-sample,vanilla
-1.56424893955339,in-sample,vanilla
-1.59068415406889,in-sample,vanilla
-1.56293203590564,in-sample,vanilla
-1.54907081812302,in-sample,vanilla
-1.53914580175753,in-sample,vanilla
-1.52919155650604,in-sample,vanilla
-1.52677046915971,in-sample,vanilla
-1.54145900541162,in-sample,vanilla
-1.55196747363686,in-sample,vanilla
-1.54650813226179,in-sample,vanilla
-1.55123362004517,in-sample,vanilla
-1.5370167263645,in-sample,vanilla
-1.51304060117119,in-sample,vanilla
-1.52243946584997,in-sample,vanilla
-1.53880744368052,in-sample,vanilla
-1.53213280859381,in-sample,vanilla
-1.5327498496514,in-sample,vanilla
-1.5389124135514,in-sample,vanilla
-1.54665508259756,in-sample,vanilla
-1.54544019351897,in-sample,vanilla
-1.53720826610542,in-sample,vanilla
-1.56490017186637,in-sample,vanilla
-1.55239459239983,in-sample,vanilla
-1.53612549392968,in-sample,vanilla
-1.5296782224267,in-sample,vanilla
-1.51968979306331,in-sample,vanilla
-1.55591260846916,in-sample,vanilla
-1.54507123686887,in-sample,vanilla
-1.53600262938135,in-sample,vanilla
-1.55777607455939,in-sample,vanilla
-1.57433748741096,in-sample,vanilla
-1.5727762401184,in-sample,vanilla
-1.58249576073021,in-sample,vanilla
-1.54567948709776,in-sample,vanilla
-1.55248799291604,in-sample,vanilla
-1.56023244796194,in-sample,vanilla
-1.59188735431816,in-sample,vanilla
-1.57079829603553,in-sample,vanilla
-1.54641202948665,in-sample,vanilla
-1.58360967840377,in-sample,vanilla
-1.55153765516927,in-sample,vanilla
-1.55390243114558,in-sample,vanilla
-1.56219592362715,in-sample,vanilla
-1.56557500599447,in-sample,vanilla
-1.5638243331925,in-sample,vanilla
-1.58339192311221,in-sample,vanilla
-1.57702052392941,in-sample,vanilla
-1.56286867496505,in-sample,vanilla
-1.5951243904251,in-sample,vanilla
-1.58214781437493,in-sample,vanilla
-1.56061724978681,in-sample,vanilla
-1.56994553994495,in-sample,vanilla
-1.56433482568712,in-sample,vanilla
-1.56335755190186,in-sample,vanilla
-1.54276593123801,in-sample,vanilla
-1.55616047292037,in-sample,vanilla
-1.56600661634672,in-sample,vanilla
-1.54843258051209,in-sample,vanilla
-1.54454435772551,in-sample,vanilla
-1.52626434658306,in-sample,vanilla
-1.51656525868182,in-sample,vanilla
-1.54909452983136,in-sample,vanilla
-1.55179857680811,in-sample,vanilla
-1.53866157801903,in-sample,vanilla
-1.54279404723828,in-sample,vanilla
-1.53722503404648,in-sample,vanilla
-1.55974717114227,in-sample,vanilla
-1.55424450526973,in-sample,vanilla
-1.53683190461601,in-sample,vanilla
-1.544355969605,in-sample,vanilla
-1.54920438521967,in-sample,vanilla
-1.57133492860241,in-sample,vanilla
-1.53657381128632,in-sample,vanilla
-1.56726437140113,in-sample,vanilla
-1.56979861914577,in-sample,vanilla
-1.56253616266306,in-sample,vanilla
-1.53866850998826,in-sample,vanilla
-1.54221815895906,in-sample,vanilla
-1.5304890710443,in-sample,vanilla
-1.54904777066385,in-sample,vanilla
-1.55989541123433,in-sample,vanilla
-1.5884089139075,in-sample,vanilla
-1.59337914179088,in-sample,vanilla
-1.58742374810622,in-sample,vanilla
-1.57942789450996,in-sample,vanilla
-1.56793022647776,in-sample,vanilla
-1.57120511996144,in-sample,vanilla
-1.57456368195266,in-sample,vanilla
-1.56762037536798,in-sample,vanilla
-1.55845622628949,in-sample,vanilla
-1.5454485322511,in-sample,vanilla
-1.5494142238253,in-sample,vanilla
-1.56483845839175,in-sample,vanilla
-1.56902858457008,in-sample,vanilla
-1.54352959876167,in-sample,vanilla
-1.55102705789264,in-sample,vanilla
-1.56327836147815,in-sample,vanilla
-1.58855550279889,in-sample,vanilla
-1.57433051944554,in-sample,vanilla
-1.5504858500758,in-sample,vanilla
-1.56106320682677,in-sample,vanilla
-1.54936837658662,in-sample,vanilla
-1.54142255251659,in-sample,vanilla
-1.54740607666436,in-sample,vanilla
-1.5492599135515,in-sample,vanilla
-1.56249952294182,in-sample,vanilla
-1.56965326115839,in-sample,vanilla
-1.55337697513647,in-sample,vanilla
-1.55352694672194,in-sample,vanilla
-1.5620430303091,in-sample,vanilla
-1.58050750052882,in-sample,vanilla
-1.5732901680941,in-sample,vanilla
-1.54065437463084,in-sample,vanilla
-1.56062405840813,in-sample,vanilla
-1.58828177722837,in-sample,vanilla
-1.57270296899137,in-sample,vanilla
-1.56952865759254,in-sample,vanilla
-1.56437901123725,in-sample,vanilla
-1.5844250464156,in-sample,vanilla
-1.55720260458671,in-sample,vanilla
-1.56906376992021,in-sample,vanilla
-1.54520766214312,in-sample,vanilla
-1.55275393539235,in-sample,vanilla
-1.54523197766431,in-sample,vanilla
-1.53914402250638,in-sample,vanilla
-1.56005927588226,in-sample,vanilla
-1.56156723904983,in-sample,vanilla
-1.55962373046935,in-sample,vanilla
-1.57875203269412,in-sample,vanilla
-1.56236497587,in-sample,vanilla
-1.56343060241472,in-sample,vanilla
-1.56166369315846,in-sample,vanilla
-1.53253928297549,in-sample,vanilla
-1.57558367291899,in-sample,vanilla
-1.5929330320385,in-sample,vanilla
-1.56816830820274,in-sample,vanilla
-1.55186561294494,in-sample,vanilla
-1.59773323880249,in-sample,vanilla
-1.57222623825019,in-sample,vanilla
-1.56508584095956,in-sample,vanilla
-1.57584362461131,in-sample,vanilla
-1.5747725341953,in-sample,vanilla
-1.57467498123417,in-sample,vanilla
-1.5759881629996,in-sample,vanilla
-1.57684113229296,in-sample,vanilla
-1.56514229398238,in-sample,vanilla
-1.58200854624522,in-sample,vanilla
-1.55881702208489,in-sample,vanilla
-1.55477425223454,in-sample,vanilla
-1.56578687777609,in-sample,vanilla
-1.56295006005885,in-sample,vanilla
-1.56511455901501,in-sample,vanilla
-1.5897951175279,in-sample,vanilla
-1.56347387637765,in-sample,vanilla
-1.55078276806059,in-sample,vanilla
-1.52029545002361,in-sample,vanilla
-1.53934123413365,in-sample,vanilla
-1.55739282493407,in-sample,vanilla
-1.53893763466772,in-sample,vanilla
-1.54929537919131,in-sample,vanilla
-1.53383252859237,in-sample,vanilla
-1.54712005109097,in-sample,vanilla
-1.54866646181534,in-sample,vanilla
-1.57022306325109,in-sample,vanilla
-1.59834672732647,in-sample,vanilla
-1.58391024865146,in-sample,vanilla
-1.57849687008373,in-sample,vanilla
-1.57013131743646,in-sample,vanilla
-1.55250763526308,in-sample,vanilla
-1.56599500432248,in-sample,vanilla
-1.56972818999429,in-sample,vanilla
-1.5487468890566,in-sample,vanilla
-1.54220689699599,in-sample,vanilla
-1.55025319485783,in-sample,vanilla
-1.55333385519899,in-sample,vanilla
-1.5593107888965,in-sample,vanilla
-1.56083197608616,in-sample,vanilla
-1.54746060622518,in-sample,vanilla
-1.54933934828513,in-sample,vanilla
-1.54694284978314,in-sample,vanilla
-1.54103342393068,in-sample,vanilla
-1.53476958572635,in-sample,vanilla
-1.54149841886001,in-sample,vanilla
-1.55491968284745,in-sample,vanilla
-1.57618378612374,in-sample,vanilla
-1.53272460660573,in-sample,vanilla
-1.57082188996269,in-sample,vanilla
-1.56357464024059,in-sample,vanilla
-1.5497861182459,in-sample,vanilla
-1.56830886653647,in-sample,vanilla
-1.55214896773638,in-sample,vanilla
-1.57336153265916,in-sample,vanilla
-1.57550958379493,in-sample,vanilla
-1.55573337542241,in-sample,vanilla
-1.57446274802044,in-sample,vanilla
-1.58382930107869,in-sample,vanilla
-1.55502655196777,in-sample,vanilla
-1.55457922176538,in-sample,vanilla
-1.53730365416418,in-sample,vanilla
-1.55613207964682,in-sample,vanilla
-1.54461876469591,in-sample,vanilla
-1.53670704549329,in-sample,vanilla
-1.52860755533701,in-sample,vanilla
-1.54062655020873,in-sample,vanilla
-1.52973415728539,in-sample,vanilla
-1.52622373471875,in-sample,vanilla
-1.53997597321626,in-sample,vanilla
-1.52142851332817,in-sample,vanilla
-1.53097317171153,in-sample,vanilla
-1.52169188791123,in-sample,vanilla
-1.56268454248186,in-sample,vanilla
-1.56573253853036,in-sample,vanilla
-1.53465343149861,in-sample,vanilla
-1.55009471228515,in-sample,vanilla
-1.56701274336541,in-sample,vanilla
-1.57299098467978,in-sample,vanilla
-1.56744038869179,in-sample,vanilla
-1.5583965174972,in-sample,vanilla
-1.5337805511014,in-sample,vanilla
-1.55119489455479,in-sample,vanilla
-1.5489025118703,in-sample,vanilla
-1.55888296012875,in-sample,vanilla
-1.55950166975968,in-sample,vanilla
-1.54879581235824,in-sample,vanilla
-1.5648748947312,in-sample,vanilla
-1.57959552853504,in-sample,vanilla
-1.58056384357492,in-sample,vanilla
-1.57202669962701,in-sample,vanilla
-1.53850375609235,in-sample,vanilla
-1.55923412745134,in-sample,vanilla
-1.54697789278446,in-sample,vanilla
-1.55879428856444,in-sample,vanilla
-1.57183479965695,in-sample,vanilla
-1.57312049223557,in-sample,vanilla
-1.55597910982849,in-sample,vanilla
-1.58324352171786,in-sample,vanilla
-1.5606590102778,in-sample,vanilla
-1.56902991796573,in-sample,vanilla
-1.56771938059801,in-sample,vanilla
-1.54943753252702,in-sample,vanilla
-1.52648621224535,in-sample,vanilla
-1.54003645351481,in-sample,vanilla
-1.55212876229362,in-sample,vanilla
-1.56992063496205,in-sample,vanilla
-1.55199882564769,in-sample,vanilla
-1.55569251380349,in-sample,vanilla
-1.56365410431209,in-sample,vanilla
-1.55244034971313,in-sample,vanilla
-1.56415840954768,in-sample,vanilla
-1.55166805830573,in-sample,vanilla
-1.55761388483809,in-sample,vanilla
-1.55506810505702,in-sample,vanilla
-1.54507612496834,in-sample,vanilla
-1.54337400382501,in-sample,vanilla
-1.53345145365482,in-sample,vanilla
-1.54116397914165,in-sample,vanilla
-1.55314114490143,in-sample,vanilla
-1.52559703925558,in-sample,vanilla
-1.55011033308186,in-sample,vanilla
-1.54205562210807,in-sample,vanilla
-1.53838980039652,in-sample,vanilla
-1.56400600640588,in-sample,vanilla
-1.56658940918697,in-sample,vanilla
-1.54051916317968,in-sample,vanilla
-1.55347131199832,in-sample,vanilla
-1.52947716530726,in-sample,vanilla
-1.53898781752185,in-sample,vanilla
-1.54756232334443,in-sample,vanilla
-1.54728700381555,in-sample,vanilla
-1.56018471558061,in-sample,vanilla
-1.55794987691878,in-sample,vanilla
-1.53418034710853,in-sample,vanilla
-1.53743122378244,in-sample,vanilla
-1.54325764438351,in-sample,vanilla
-1.53847985029095,in-sample,vanilla
-1.53495074316566,in-sample,vanilla
-1.52084448372223,in-sample,vanilla
-1.53135602504056,in-sample,vanilla
-1.53205483594817,in-sample,vanilla
-1.53239775871338,in-sample,vanilla
-1.5679112929298,in-sample,vanilla
-1.53602612034095,in-sample,vanilla
-1.57909069662714,in-sample,vanilla
-1.56157814597176,in-sample,vanilla
-1.5452924490079,in-sample,vanilla
-1.53543508538003,in-sample,vanilla
-1.54375199266509,in-sample,vanilla
-1.55528098522588,in-sample,vanilla
-1.56234933292984,in-sample,vanilla
-1.54025090044818,in-sample,vanilla
-1.53012102772077,in-sample,vanilla
-1.55972612443338,in-sample,vanilla
-1.53339414582416,in-sample,vanilla
-1.56639721546992,in-sample,vanilla
-1.53784951661655,in-sample,vanilla
-1.5517133598252,in-sample,vanilla
-1.53301687207289,in-sample,vanilla
-1.56388073981662,in-sample,vanilla
-1.56948198144819,in-sample,vanilla
-1.549007507351,in-sample,vanilla
-1.55921013950964,in-sample,vanilla
-1.54618711013444,in-sample,vanilla
-1.55353658212585,in-sample,vanilla
-1.54795851220941,in-sample,vanilla
-1.53966511757395,in-sample,vanilla
-1.56682719047551,in-sample,vanilla
-1.56874124514275,in-sample,vanilla
-1.57434818849648,in-sample,vanilla
-1.54905628946726,in-sample,vanilla
-1.5600824135885,in-sample,vanilla
-1.56349562716029,in-sample,vanilla
-1.5503381523315,in-sample,vanilla
-1.55066730677029,in-sample,vanilla
-1.54708849503611,in-sample,vanilla
-1.53536677527246,in-sample,vanilla
-1.54472581534492,in-sample,vanilla
-1.54369281128974,in-sample,vanilla
-1.56596901413091,in-sample,vanilla
-1.58034858993368,in-sample,vanilla
-1.57761299034947,in-sample,vanilla
-1.54770802838879,in-sample,vanilla
-1.56346417965394,in-sample,vanilla
-1.5536582113725,in-sample,vanilla
-1.57322038904104,in-sample,vanilla
-1.55237728239849,in-sample,vanilla
-1.53791569571136,in-sample,vanilla
-1.56452294557483,in-sample,vanilla
-1.55456095714077,in-sample,vanilla
-1.53709776020662,in-sample,vanilla
-1.55609863169045,in-sample,vanilla
-1.5552631289962,in-sample,vanilla
-1.54808589560652,in-sample,vanilla
-1.55023432649097,in-sample,vanilla
-1.55473715103085,in-sample,vanilla
-1.55272379295977,in-sample,vanilla
-1.55964729936407,in-sample,vanilla
-1.57987698008578,in-sample,vanilla
-1.52703589926881,in-sample,vanilla
-1.52328773854793,in-sample,vanilla
-1.55108446758256,in-sample,vanilla
-1.5561295716918,in-sample,vanilla
-1.53610293751732,in-sample,vanilla
-1.579353767871,in-sample,vanilla
-1.55710954626789,in-sample,vanilla
-1.54791062022758,in-sample,vanilla
