logdensity,dataset,model
-1.58181033950961,in-sample,functional
-1.55336515250644,in-sample,functional
-1.60011488571995,in-sample,functional
-1.62518088359812,in-sample,functional
-1.56597110723706,in-sample,functional
-1.56196762274439,in-sample,functional
-1.62089708680822,in-sample,functional
-1.56946633577356,in-sample,functional
-1.61553215801232,in-sample,functional
-1.59815730088286,in-sample,functional
-1.55728423759535,in-sample,functional
-1.60231586762938,in-sample,functional
-1.55108543584081,in-sample,functional
-1.59756290281145,in-sample,functional
-1.57684782925933,in-sample,functional
-1.61735101561663,in-sample,functional
-1.58963288973578,in-sample,functional
-1.57229052124145,in-sample,functional
-1.57822997717842,in-sample,functional
-1.53949785700602,in-sample,functional
-1.60081428353729,in-sample,functional
-1.5784092753839,in-sample,functional
-1.62081083871065,in-sample,functional
-1.63793495799377,in-sample,functional
-1.61292374798482,in-sample,functional
-1.58095828076982,in-sample,functional
-1.56521921620335,in-sample,functional
-1.58417828838801,in-sample,functional
-1.59172639033356,in-sample,functional
-1.61375848978219,in-sample,functional
-1.55693746771989,in-sample,functional
-1.59038786332811,in-sample,functional
-1.5619750866337,in-sample,functional
-1.57997205819917,in-sample,functional
-1.60190327683529,in-sample,functional
-1.56909925352643,in-sample,functional
-1.57814087760081,in-sample,functional
-1.59500647307933,in-sample,functional
-1.56891127627133,in-sample,functional
-1.5516139026117,in-sample,functional
-1.56269858094734,in-sample,functional
-1.58644774718015,in-sample,functional
-1.57819544934018,in-sample,functional
-1.56919360300924,in-sample,functional
-1.56334224325859,in-sample,functional
-1.56819986520699,in-sample,functional
-1.573574824763,in-sample,functional
-1.60496820278464,in-sample,functional
-1.62244550572362,in-sample,functional
-1.64483463349099,in-sample,functional
-1.55811403158807,in-sample,functional
-1.60864069195289,in-sample,functional
-1.5954647258407,in-sample,functional
-1.57869705244468,in-sample,functional
-1.58484067231757,in-sample,functional
-1.5961534870441,in-sample,functional
-1.57575701920515,in-sample,functional
-1.57832733104988,in-sample,functional
-1.56685084147749,in-sample,functional
-1.58559608561052,in-sample,functional
-1.60214867237494,in-sample,functional
-1.5829425401091,in-sample,functional
-1.5672252909173,in-sample,functional
-1.62738378699394,in-sample,functional
-1.58757018253195,in-sample,functional
-1.61186912170132,in-sample,functional
-1.60107947788587,in-sample,functional
-1.57891062257122,in-sample,functional
-1.56627076338189,in-sample,functional
-1.57347915667381,in-sample,functional
-1.56840528067193,in-sample,functional
-1.58770062909377,in-sample,functional
-1.59367373010558,in-sample,functional
-1.58361568260554,in-sample,functional
-1.59210158714012,in-sample,functional
-1.56628645734206,in-sample,functional
-1.59521029446653,in-sample,functional
-1.58306681212011,in-sample,functional
-1.57002203233311,in-sample,functional
-1.59061861212033,in-sample,functional
-1.6010096339107,in-sample,functional
-1.60213621873657,in-sample,functional
-1.57998344570161,in-sample,functional
-1.56898888209999,in-sample,functional
-1.57260566373607,in-sample,functional
-1.57722479410623,in-sample,functional
-1.57098690755335,in-sample,functional
-1.59631845914466,in-sample,functional
-1.60290892361082,in-sample,functional
-1.59710091495159,in-sample,functional
-1.55631895999027,in-sample,functional
-1.57284745813933,in-sample,functional
-1.55369806208583,in-sample,functional
-1.56994287472606,in-sample,functional
-1.57750618744946,in-sample,functional
-1.60563801281468,in-sample,functional
-1.57690287083188,in-sample,functional
-1.58556474550444,in-sample,functional
-1.56896142669236,in-sample,functional
-1.56518900115581,in-sample,functional
-1.55243026748487,in-sample,functional
-1.57134791831264,in-sample,functional
-1.57085917939902,in-sample,functional
-1.56219510329217,in-sample,functional
-1.56043540249022,in-sample,functional
-1.55639473314524,in-sample,functional
-1.60663556569508,in-sample,functional
-1.59271376782922,in-sample,functional
-1.56558496199192,in-sample,functional
-1.60834594412805,in-sample,functional
-1.59234155681806,in-sample,functional
-1.59112590756074,in-sample,functional
-1.56924562913054,in-sample,functional
-1.56717171036911,in-sample,functional
-1.57538666103296,in-sample,functional
-1.56137481864933,in-sample,functional
-1.58103367822195,in-sample,functional
-1.55512185172095,in-sample,functional
-1.60026347898212,in-sample,functional
-1.60943377656919,in-sample,functional
-1.54811650891437,in-sample,functional
-1.5348946828357,in-sample,functional
-1.57596471331788,in-sample,functional
-1.6269179196711,in-sample,functional
-1.55858652368885,in-sample,functional
-1.54842244998111,in-sample,functional
-1.57185189263623,in-sample,functional
-1.54852909266754,in-sample,functional
-1.58094865424883,in-sample,functional
-1.56945893491834,in-sample,functional
-1.5911018623453,in-sample,functional
-1.58503190171621,in-sample,functional
-1.60048687435784,in-sample,functional
-1.60058228223386,in-sample,functional
-1.58195230232334,in-sample,functional
-1.58459504645625,in-sample,functional
-1.57139757341775,in-sample,functional
-1.59603774777246,in-sample,functional
-1.55256342411778,in-sample,functional
-1.52991605564946,in-sample,functional
-1.55490135746544,in-sample,functional
-1.56105096148564,in-sample,functional
-1.57868740322895,in-sample,functional
-1.57801038494217,in-sample,functional
-1.56994920720457,in-sample,functional
-1.57470476221992,in-sample,functional
-1.55809667357581,in-sample,functional
-1.62583549963143,in-sample,functional
-1.58565426163655,in-sample,functional
-1.52968332572759,in-sample,functional
-1.56222343923443,in-sample,functional
-1.57225425993682,in-sample,functional
-1.56383052473172,in-sample,functional
-1.53299039991542,in-sample,functional
-1.5845193835384,in-sample,functional
-1.556835475694,in-sample,functional
-1.5952438682742,in-sample,functional
-1.57542304106663,in-sample,functional
-1.56303192204789,in-sample,functional
-1.58897753305093,in-sample,functional
-1.566407125678,in-sample,functional
-1.55572979968586,in-sample,functional
-1.57405652628619,in-sample,functional
-1.59886611765946,in-sample,functional
-1.54207049386536,in-sample,functional
-1.56062798186384,in-sample,functional
-1.55976251363594,in-sample,functional
-1.56486140894262,in-sample,functional
-1.59091265305174,in-sample,functional
-1.55397836778507,in-sample,functional
-1.55154214525564,in-sample,functional
-1.57930095461009,in-sample,functional
-1.59694865140068,in-sample,functional
-1.55751411553615,in-sample,functional
-1.58687842857584,in-sample,functional
-1.58107511144609,in-sample,functional
-1.58781718476438,in-sample,functional
-1.57465039128288,in-sample,functional
-1.57497750367118,in-sample,functional
-1.55558740330034,in-sample,vanilla
-1.56816325024353,in-sample,vanilla
-1.55694928743269,in-sample,vanilla
-1.54562400135462,in-sample,vanilla
-1.56889675982069,in-sample,vanilla
-1.55842100909556,in-sample,vanilla
-1.57205593723649,in-sample,vanilla
-1.56990891838198,in-sample,vanilla
-1.54659542269255,in-sample,vanilla
-1.53922111961583,in-sample,vanilla
-1.55762355015251,in-sample,vanilla
-1.54409679401651,in-sample,vanilla
-1.5637192341662,in-sample,vanilla
-1.56296271725866,in-sample,vanilla
-1.59068327225668,in-sample,vanilla
-1.56542381626927,in-sample,vanilla
-1.54113849937827,in-sample,vanilla
-1.54017651333538,in-sample,vanilla
-1.56301481890377,in-sample,vanilla
-1.57272803439442,in-sample,vanilla
-1.54861645033968,in-sample,vanilla
-1.53860559223772,in-sample,vanilla
-1.5556906459448,in-sample,vanilla
-1.56820322400112,in-sample,vanilla
-1.56060746095212,in-sample,vanilla
-1.5545469699846,in-sample,vanilla
-1.55366517276702,in-sample,vanilla
-1.55297340477897,in-sample,vanilla
-1.55916781899987,in-sample,vanilla
-1.55673239497976,in-sample,vanilla
-1.56039848179316,in-sample,vanilla
-1.54909519347288,in-sample,vanilla
-1.55630982832989,in-sample,vanilla
-1.56122852575088,in-sample,vanilla
-1.56226521209827,in-sample,vanilla
-1.55885806178405,in-sample,vanilla
-1.5563343857462,in-sample,vanilla
-1.55750364392972,in-sample,vanilla
-1.55907092267788,in-sample,vanilla
-1.56623220657282,in-sample,vanilla
-1.57360743821685,in-sample,vanilla
-1.57846027362781,in-sample,vanilla
-1.57313086475741,in-sample,vanilla
-1.55793020097452,in-sample,vanilla
-1.54006864299221,in-sample,vanilla
-1.54302168672681,in-sample,vanilla
-1.54679671972696,in-sample,vanilla
-1.53791585970338,in-sample,vanilla
-1.5445451109734,in-sample,vanilla
-1.54091970546218,in-sample,vanilla
-1.54572908707198,in-sample,vanilla
-1.55545513163036,in-sample,vanilla
-1.57647910817972,in-sample,vanilla
-1.56455435272979,in-sample,vanilla
-1.54363462411019,in-sample,vanilla
-1.5612921393451,in-sample,vanilla
-1.56219643984935,in-sample,vanilla
-1.55201102864114,in-sample,vanilla
-1.53317058503958,in-sample,vanilla
-1.54787061422524,in-sample,vanilla
-1.54730915062651,in-sample,vanilla
-1.54889968058659,in-sample,vanilla
-1.53617153682212,in-sample,vanilla
-1.54495805366822,in-sample,vanilla
-1.54443934649137,in-sample,vanilla
-1.5390574281736,in-sample,vanilla
-1.53373043959784,in-sample,vanilla
-1.52860914423966,in-sample,vanilla
-1.54276740024134,in-sample,vanilla
-1.5531730739674,in-sample,vanilla
-1.54781872055567,in-sample,vanilla
-1.550054613982,in-sample,vanilla
-1.55995962213394,in-sample,vanilla
-1.5872383966826,in-sample,vanilla
-1.55927002568967,in-sample,vanilla
-1.54771307333714,in-sample,vanilla
-1.5540699097614,in-sample,vanilla
-1.55464570979788,in-sample,vanilla
-1.53664855346541,in-sample,vanilla
-1.55239061742331,in-sample,vanilla
-1.546417558857,in-sample,vanilla
-1.54100884227383,in-sample,vanilla
-1.54900225301805,in-sample,vanilla
-1.54689267079266,in-sample,vanilla
-1.54847788960461,in-sample,vanilla
-1.55680297789522,in-sample,vanilla
-1.53908229252023,in-sample,vanilla
-1.54401726223278,in-sample,vanilla
-1.50908511585038,in-sample,vanilla
-1.52762582748413,in-sample,vanilla
-1.52790711700107,in-sample,vanilla
-1.54016645178431,in-sample,vanilla
-1.53541491930487,in-sample,vanilla
-1.5535991646557,in-sample,vanilla
-1.56099205666342,in-sample,vanilla
-1.52604583560017,in-sample,vanilla
-1.53313578404343,in-sample,vanilla
-1.53527249475569,in-sample,vanilla
-1.52346025162945,in-sample,vanilla
-1.54469028045739,in-sample,vanilla
-1.54915146527999,in-sample,vanilla
-1.55599628852528,in-sample,vanilla
-1.54688285741713,in-sample,vanilla
-1.54699711442259,in-sample,vanilla
-1.55156141159393,in-sample,vanilla
-1.56214626501479,in-sample,vanilla
-1.57140704000328,in-sample,vanilla
-1.54907722833391,in-sample,vanilla
-1.53826550531329,in-sample,vanilla
-1.52012221232513,in-sample,vanilla
-1.52499656528604,in-sample,vanilla
-1.53828312638244,in-sample,vanilla
-1.53896586407569,in-sample,vanilla
-1.53347180121798,in-sample,vanilla
-1.54595607989734,in-sample,vanilla
-1.52395757799464,in-sample,vanilla
-1.54503802772484,in-sample,vanilla
-1.52729318677766,in-sample,vanilla
-1.53312407995814,in-sample,vanilla
-1.5417663666236,in-sample,vanilla
-1.51577762050709,in-sample,vanilla
-1.506214410468,in-sample,vanilla
-1.51973137819077,in-sample,vanilla
-1.52852485655108,in-sample,vanilla
-1.52483784904908,in-sample,vanilla
-1.53623975200278,in-sample,vanilla
-1.5640410899382,in-sample,vanilla
-1.54631308613122,in-sample,vanilla
-1.58456617686345,in-sample,vanilla
-1.57071964084207,in-sample,vanilla
-1.57703094176382,in-sample,vanilla
-1.56572835249067,in-sample,vanilla
-1.55382487268298,in-sample,vanilla
-1.57911753371014,in-sample,vanilla
-1.55112430370931,in-sample,vanilla
-1.54403328352728,in-sample,vanilla
-1.5469600212469,in-sample,vanilla
-1.55130920014778,in-sample,vanilla
-1.53311493585135,in-sample,vanilla
-1.54709020742163,in-sample,vanilla
-1.55563924515339,in-sample,vanilla
-1.55624944914626,in-sample,vanilla
-1.54957328376649,in-sample,vanilla
-1.56451164534805,in-sample,vanilla
-1.54497260835094,in-sample,vanilla
-1.5462337325425,in-sample,vanilla
-1.5468909320994,in-sample,vanilla
-1.53700952003825,in-sample,vanilla
-1.53370969175835,in-sample,vanilla
-1.55896028947085,in-sample,vanilla
-1.55925016589862,in-sample,vanilla
-1.55489646906843,in-sample,vanilla
-1.55311996863513,in-sample,vanilla
-1.55865681726226,in-sample,vanilla
-1.56518428555348,in-sample,vanilla
-1.56690118549742,in-sample,vanilla
-1.5619831918287,in-sample,vanilla
-1.57390490096847,in-sample,vanilla
-1.57027660378866,in-sample,vanilla
-1.56142877990882,in-sample,vanilla
-1.57592012192986,in-sample,vanilla
-1.58615788960386,in-sample,vanilla
-1.60169995636766,in-sample,vanilla
-1.58429630697215,in-sample,vanilla
-1.60340840423501,in-sample,vanilla
-1.57530026820983,in-sample,vanilla
-1.57369044910994,in-sample,vanilla
-1.56083404015267,in-sample,vanilla
-1.55663781984596,in-sample,vanilla
-1.56410714464729,in-sample,vanilla
-1.55950777038313,in-sample,vanilla
-1.55206033369821,in-sample,vanilla
-1.55270437892273,in-sample,vanilla
-1.57060198998394,in-sample,vanilla
-1.56365203465797,in-sample,vanilla
-1.58153884952423,in-sample,vanilla
-1.58426147018005,in-sample,vanilla
-1.57809638467205,in-sample,vanilla
-1.57438327095723,in-sample,vanilla
-1.58485333542299,in-sample,vanilla
-1.59505043638964,in-sample,vanilla
-1.57757572023497,in-sample,vanilla
-1.56757592285462,in-sample,vanilla
-1.55004810462359,in-sample,vanilla
-1.551403565124,in-sample,vanilla
-1.55872839131685,in-sample,vanilla
-1.55887355978862,in-sample,vanilla
-1.53883535950372,in-sample,vanilla
-1.55079823765575,in-sample,vanilla
-1.54927925223215,in-sample,vanilla
-1.55055744908184,in-sample,vanilla
-1.55128659400868,in-sample,vanilla
-1.54347747210213,in-sample,vanilla
-1.55426517668859,in-sample,vanilla
-1.55802124618378,in-sample,vanilla
-1.55050718293808,in-sample,vanilla
-1.55465628452604,in-sample,vanilla
-1.55594987759048,in-sample,vanilla
-1.55977597751438,in-sample,vanilla
-1.57688790975775,in-sample,vanilla
-1.56764324234216,in-sample,vanilla
-1.58340210529283,in-sample,vanilla
-1.58618615437508,in-sample,vanilla
-1.58747367774318,in-sample,vanilla
-1.56009538673361,in-sample,vanilla
-1.57305158756859,in-sample,vanilla
-1.58229812975733,in-sample,vanilla
-1.56964841934026,in-sample,vanilla
-1.56814244138835,in-sample,vanilla
-1.55982313629118,in-sample,vanilla
-1.5524996693837,in-sample,vanilla
-1.57264758776326,in-sample,vanilla
-1.56960610722989,in-sample,vanilla
-1.57302040014637,in-sample,vanilla
-1.55569003504732,in-sample,vanilla
-1.56639600748604,in-sample,vanilla
-1.57223940216701,in-sample,vanilla
-1.56086797988131,in-sample,vanilla
-1.56748026590956,in-sample,vanilla
-1.54956449156889,in-sample,vanilla
-1.55004059351452,in-sample,vanilla
-1.55226809464815,in-sample,vanilla
-1.56281665059554,in-sample,vanilla
-1.56607528849285,in-sample,vanilla
-1.56474876004954,in-sample,vanilla
-1.54343912015544,in-sample,vanilla
-1.55507727558111,in-sample,vanilla
-1.55144603000921,in-sample,vanilla
-1.5682522608102,in-sample,vanilla
-1.55977159923284,in-sample,vanilla
-1.54794802809912,in-sample,vanilla
-1.55114004727377,in-sample,vanilla
-1.54550818399275,in-sample,vanilla
-1.54440775514911,in-sample,vanilla
-1.56574573322681,in-sample,vanilla
-1.55120573962285,in-sample,vanilla
-1.52774898605544,in-sample,vanilla
-1.51897421890631,in-sample,vanilla
-1.53713174001654,in-sample,vanilla
-1.53309123469006,in-sample,vanilla
-1.51903394886654,in-sample,vanilla
-1.5262335342874,in-sample,vanilla
-1.53060370490471,in-sample,vanilla
-1.54227753613161,in-sample,vanilla
-1.53914887081899,in-sample,vanilla
-1.52164189969308,in-sample,vanilla
-1.51102125630406,in-sample,vanilla
-1.49820404592223,in-sample,vanilla
-1.50574207417147,in-sample,vanilla
-1.50202750410505,in-sample,vanilla
-1.52903375779588,in-sample,vanilla
-1.53361735752106,in-sample,vanilla
-1.53335788689872,in-sample,vanilla
-1.52794534324235,in-sample,vanilla
-1.54864186397262,in-sample,vanilla
-1.52487713564596,in-sample,vanilla
-1.53063427627407,in-sample,vanilla
-1.52580144386095,in-sample,vanilla
-1.52774695715422,in-sample,vanilla
-1.52603673744472,in-sample,vanilla
-1.50881932991648,in-sample,vanilla
-1.51113046744325,in-sample,vanilla
-1.51592628476441,in-sample,vanilla
-1.50429820341877,in-sample,vanilla
-1.49769527734948,in-sample,vanilla
-1.50589121226532,in-sample,vanilla
-1.52732104318085,in-sample,vanilla
-1.50858984821609,in-sample,vanilla
-1.51438139198909,in-sample,vanilla
-1.50325985437629,in-sample,vanilla
-1.51467704275206,in-sample,vanilla
-1.50043741282803,in-sample,vanilla
-1.51471939319382,in-sample,vanilla
-1.51227851723473,in-sample,vanilla
-1.50842932162854,in-sample,vanilla
-1.5187805124326,in-sample,vanilla
-1.52314401548847,in-sample,vanilla
-1.5283775381271,in-sample,vanilla
-1.52181838221679,in-sample,vanilla
-1.53408541627246,in-sample,vanilla
-1.53263548645689,in-sample,vanilla
-1.53596896819527,in-sample,vanilla
-1.53199874066515,in-sample,vanilla
-1.5387390866562,in-sample,vanilla
-1.52416347385489,in-sample,vanilla
-1.51346474686591,in-sample,vanilla
-1.53231601890521,in-sample,vanilla
-1.52269280713007,in-sample,vanilla
-1.49023906657395,in-sample,vanilla
-1.50606443511533,in-sample,vanilla
-1.51542720837362,in-sample,vanilla
-1.50657119047895,in-sample,vanilla
-1.52428905807252,in-sample,vanilla
-1.51813617064913,in-sample,vanilla
-1.51852807614091,in-sample,vanilla
-1.52164547871595,in-sample,vanilla
-1.52937262611253,in-sample,vanilla
-1.52730641715446,in-sample,vanilla
-1.51384231611983,in-sample,vanilla
-1.51107539152725,in-sample,vanilla
-1.50923729919129,in-sample,vanilla
-1.50915412246714,in-sample,vanilla
-1.50836039801862,in-sample,vanilla
-1.49331907541186,in-sample,vanilla
-1.51609581509826,in-sample,vanilla
-1.5225957080812,in-sample,vanilla
-1.52157859718922,in-sample,vanilla
-1.51104886324659,in-sample,vanilla
-1.51876697876875,in-sample,vanilla
-1.52748484733167,in-sample,vanilla
-1.52660572472052,in-sample,vanilla
-1.51135005823563,in-sample,vanilla
-1.53037982544717,in-sample,vanilla
-1.53893897435226,in-sample,vanilla
-1.52836748070011,in-sample,vanilla
-1.51793172538845,in-sample,vanilla
-1.50673419719627,in-sample,vanilla
-1.52505011950033,in-sample,vanilla
-1.52766530581626,in-sample,vanilla
-1.51254455789765,in-sample,vanilla
-1.50507694490886,in-sample,vanilla
-1.52471546133963,in-sample,vanilla
-1.51991807129264,in-sample,vanilla
-1.52247948507473,in-sample,vanilla
-1.52008832815715,in-sample,vanilla
-1.52839292343703,in-sample,vanilla
-1.50468612266856,in-sample,vanilla
-1.51135932960998,in-sample,vanilla
-1.53034319134104,in-sample,vanilla
-1.5331726596958,in-sample,vanilla
-1.55485984299988,in-sample,vanilla
-1.54246205726342,in-sample,vanilla
-1.53348066791838,in-sample,vanilla
-1.5312157597366,in-sample,vanilla
-1.51531594257421,in-sample,vanilla
-1.54411101535087,in-sample,vanilla
-1.5360221901892,in-sample,vanilla
-1.54039617328062,in-sample,vanilla
-1.53903995207181,in-sample,vanilla
-1.5206144074061,in-sample,vanilla
-1.5140418742774,in-sample,vanilla
-1.51736520420831,in-sample,vanilla
-1.53326128046251,in-sample,vanilla
-1.53591016966411,in-sample,vanilla
-1.55396598857415,in-sample,vanilla
-1.52369067917548,in-sample,vanilla
-1.53976949204573,in-sample,vanilla
-1.5361058556797,in-sample,vanilla
-1.53391226004848,in-sample,vanilla
-1.54396882596404,in-sample,vanilla
-1.5411054113777,in-sample,vanilla
-1.51864048068342,in-sample,vanilla
-1.52144897325946,in-sample,vanilla
-1.52078470751338,in-sample,vanilla
-1.53744483385703,in-sample,vanilla
-1.52291755152945,in-sample,vanilla
-1.54483965873842,in-sample,vanilla
-1.5426623145448,in-sample,vanilla
-1.52926813457637,in-sample,vanilla
-1.53873754308781,in-sample,vanilla
-1.5597334246429,in-sample,vanilla
-1.5488344055792,in-sample,vanilla
-1.54947985717397,in-sample,vanilla
-1.56032370033977,in-sample,vanilla
-1.5618541311783,in-sample,vanilla
-1.56146966859215,in-sample,vanilla
-1.54225311423856,in-sample,vanilla
-1.54243873156171,in-sample,vanilla
-1.53516339837069,in-sample,vanilla
-1.5191617919594,in-sample,vanilla
-1.52519354062816,in-sample,vanilla
-1.51962687594657,in-sample,vanilla
-1.52009334021229,in-sample,vanilla
-1.52457420813042,in-sample,vanilla
-1.52717073336909,in-sample,vanilla
-1.53263480290143,in-sample,vanilla
-1.53630817509309,in-sample,vanilla
-1.52734090836613,in-sample,vanilla
-1.53209287004545,in-sample,vanilla
-1.53326455502504,in-sample,vanilla
-1.52653820607106,in-sample,vanilla
-1.52331370381894,in-sample,vanilla
-1.50763030339035,in-sample,vanilla
-1.51041213079998,in-sample,vanilla
-1.50259504214358,in-sample,vanilla
-1.51652877375566,in-sample,vanilla
-1.51683709032232,in-sample,vanilla
-1.50871507542868,in-sample,vanilla
-1.50890910908846,in-sample,vanilla
-1.52063042483292,in-sample,vanilla
-1.53622325953361,in-sample,vanilla
-1.52925849908784,in-sample,vanilla
-1.51624587099516,in-sample,vanilla
-1.52209998784106,in-sample,vanilla
-1.51244124191848,in-sample,vanilla
-1.51284225032542,in-sample,vanilla
-1.49706060507616,in-sample,vanilla
-1.51467174419433,in-sample,vanilla
-1.55015551080637,in-sample,vanilla
-1.54582272899777,in-sample,vanilla
-1.52826541358108,in-sample,vanilla
-1.53785330975539,in-sample,vanilla
-1.5534624053849,in-sample,vanilla
-1.54332570578496,in-sample,vanilla
-1.53507256665474,in-sample,vanilla
-1.52807342600436,in-sample,vanilla
-1.51150558342605,in-sample,vanilla
-1.52713005175688,in-sample,vanilla
-1.53312026666469,in-sample,vanilla
-1.53070765246489,in-sample,vanilla
-1.53917705824124,in-sample,vanilla
-1.54279320508434,in-sample,vanilla
-1.53690144888069,in-sample,vanilla
-1.5331825278274,in-sample,vanilla
-1.52637036359339,in-sample,vanilla
-1.53465541034124,in-sample,vanilla
-1.52523602336806,in-sample,vanilla
-1.52985728604209,in-sample,vanilla
-1.52808410725596,in-sample,vanilla
-1.53817331481746,in-sample,vanilla
-1.54927687963495,in-sample,vanilla
-1.5533210005147,in-sample,vanilla
-1.55122183872624,in-sample,vanilla
-1.53521771695096,in-sample,vanilla
-1.5233785635238,in-sample,vanilla
-1.52985084637817,in-sample,vanilla
-1.54353599089512,in-sample,vanilla
-1.52481538229745,in-sample,vanilla
-1.53822354469916,in-sample,vanilla
-1.54050462894806,in-sample,vanilla
-1.53381947114416,in-sample,vanilla
-1.54012715647801,in-sample,vanilla
-1.53929212559916,in-sample,vanilla
-1.55850161726868,in-sample,vanilla
-1.5451930334128,in-sample,vanilla
-1.54933242195291,in-sample,vanilla
-1.55404763808348,in-sample,vanilla
-1.5481510670033,in-sample,vanilla
-1.5348104753289,in-sample,vanilla
-1.55673710120419,in-sample,vanilla
-1.54754952024839,in-sample,vanilla
-1.54313908694709,in-sample,vanilla
-1.56559582077169,in-sample,vanilla
-1.54678409022162,in-sample,vanilla
-1.55532098083955,in-sample,vanilla
-1.55121047010489,in-sample,vanilla
-1.53538576442024,in-sample,vanilla
-1.55022976860903,in-sample,vanilla
-1.55141553634704,in-sample,vanilla
-1.53668436801974,in-sample,vanilla
-1.52831101085412,in-sample,vanilla
-1.53727005064772,in-sample,vanilla
-1.51763888886507,in-sample,vanilla
-1.51460949132887,in-sample,vanilla
-1.53685233791685,in-sample,vanilla
-1.54187654525023,in-sample,vanilla
-1.54238523209062,in-sample,vanilla
-1.55430996300096,in-sample,vanilla
-1.54612475011805,in-sample,vanilla
-1.54494599886624,in-sample,vanilla
-1.53690355225673,in-sample,vanilla
-1.53397023433713,in-sample,vanilla
-1.54805251574305,in-sample,vanilla
-1.55808097081156,in-sample,vanilla
-1.54591568657427,in-sample,vanilla
-1.55661608228521,in-sample,vanilla
-1.56875333709584,in-sample,vanilla
-1.56248085485241,in-sample,vanilla
-1.56296372773024,in-sample,vanilla
-1.57184222053443,in-sample,vanilla
-1.57640242091943,in-sample,vanilla
-1.58661876765354,in-sample,vanilla
-1.56536075439956,in-sample,vanilla
-1.56888874779965,in-sample,vanilla
-1.57085370424852,in-sample,vanilla
-1.56489058304417,in-sample,vanilla
-1.5785948669222,in-sample,vanilla
-1.56380820520781,in-sample,vanilla
-1.56294458111441,in-sample,vanilla
-1.55654134681975,in-sample,vanilla
-1.579655434692,in-sample,vanilla
-1.58097381302055,in-sample,vanilla
-1.55912559097469,in-sample,vanilla
-1.56975884269869,in-sample,vanilla
-1.57108508192144,in-sample,vanilla
-1.56386295329351,in-sample,vanilla
-1.55569257012411,in-sample,vanilla
-1.55999481584732,in-sample,vanilla
-1.57159166069196,in-sample,vanilla
-1.55066553537661,in-sample,vanilla
-1.55680246791378,in-sample,vanilla
-1.5682265730721,in-sample,vanilla
-1.57948335662555,in-sample,vanilla
-1.57051239370457,in-sample,vanilla
-1.56776128198678,in-sample,vanilla
-1.5572046120378,in-sample,vanilla
-1.5620599032312,in-sample,vanilla
-1.58442994403243,in-sample,vanilla
-1.57415679115253,in-sample,vanilla
-1.58781785061368,in-sample,vanilla
-1.56768143326593,in-sample,vanilla
-1.55837897534882,in-sample,vanilla
-1.55693946830538,in-sample,vanilla
-1.57342696527435,in-sample,vanilla
-1.56650617193595,in-sample,vanilla
-1.56831831490677,in-sample,vanilla
-1.55904062320856,in-sample,vanilla
-1.57581633969124,in-sample,vanilla
-1.56701512574747,in-sample,vanilla
-1.559331093876,in-sample,vanilla
-1.54296393048937,in-sample,vanilla
-1.53377448050153,in-sample,vanilla
-1.53446384281583,in-sample,vanilla
-1.52896699179014,in-sample,vanilla
-1.54698592090961,in-sample,vanilla
-1.5610463343644,in-sample,vanilla
-1.5546651447003,in-sample,vanilla
-1.5571372337236,in-sample,vanilla
-1.55912089383255,in-sample,vanilla
-1.55785363218149,in-sample,vanilla
-1.56535929980648,in-sample,vanilla
-1.55489711181918,in-sample,vanilla
-1.55051971242461,in-sample,vanilla
-1.54406578888607,in-sample,vanilla
-1.53940576705073,in-sample,vanilla
-1.52481401079603,in-sample,vanilla
-1.51652944635489,in-sample,vanilla
-1.52981504797437,in-sample,vanilla
-1.53408935758968,in-sample,vanilla
-1.54106318630979,in-sample,vanilla
-1.53354644692582,in-sample,vanilla
-1.52597694917976,in-sample,vanilla
-1.55042392496908,in-sample,vanilla
-1.55399227800347,in-sample,vanilla
-1.55819937892961,in-sample,vanilla
-1.53974054966438,in-sample,vanilla
-1.53031309855701,in-sample,vanilla
-1.54598610131357,in-sample,vanilla
-1.5511404913364,in-sample,vanilla
-1.53469826758124,in-sample,vanilla
-1.52952090933676,in-sample,vanilla
-1.55103080858866,in-sample,vanilla
-1.55133276548014,in-sample,vanilla
-1.55091447323195,in-sample,vanilla
-1.53889886901529,in-sample,vanilla
-1.5565155177224,in-sample,vanilla
-1.55384017751028,in-sample,vanilla
-1.5552083522062,in-sample,vanilla
-1.55113936406734,in-sample,vanilla
-1.55112327697829,in-sample,vanilla
-1.55076672204653,in-sample,vanilla
-1.54807083471443,in-sample,vanilla
-1.55327614316201,in-sample,vanilla
-1.56085829722385,in-sample,vanilla
-1.55340464662103,in-sample,vanilla
-1.538736400319,in-sample,vanilla
-1.54427674935537,in-sample,vanilla
-1.54761449648548,in-sample,vanilla
-1.56186427486635,in-sample,vanilla
-1.56128145493181,in-sample,vanilla
-1.55982444357082,in-sample,vanilla
-1.55570823829746,in-sample,vanilla
-1.54427739443658,in-sample,vanilla
-1.54629899681187,in-sample,vanilla
-1.52210763834177,in-sample,vanilla
-1.5402577957742,in-sample,vanilla
-1.55869922312261,in-sample,vanilla
-1.54634574611845,in-sample,vanilla
-1.54523347955671,in-sample,vanilla
-1.55232689320695,in-sample,vanilla
-1.53322580256167,in-sample,vanilla
-1.53536169548796,in-sample,vanilla
-1.53515603119094,in-sample,vanilla
-1.54530030085025,in-sample,vanilla
-1.53464293099348,in-sample,vanilla
-1.53961361243202,in-sample,vanilla
